fundo,cnpj_fundo,papel,prestador,cnpj_prestador
PLATINIUM XXI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,35940506000165,gestor,SMART AGRO INVESTIMENTOS LTDA.,28264093000180
PROFIT MAPS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,35506825000167,admin,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
PROFIT MAPS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,35506825000167,custodiante,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
PROFIT MAPS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,35506825000167,gestor,CATÁLISE INVESTIMENTOS LTDA.,18223260000191
RAYDAN INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,26686967000162,admin,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
RAYDAN INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,26686967000162,custodiante,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
RAYDAN INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,26686967000162,gestor,LIBERTAS ASSET S/A,32764855000185
RECEBA SEGURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51374900000130,admin,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
RECEBA SEGURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51374900000130,custodiante,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
RECEBA SEGURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51374900000130,gestor,CATÁLISE INVESTIMENTOS LTDA.,18223260000191
TALLÍNN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,31963292000191,admin,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,67030395000146
TALLÍNN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,31963292000191,controlador,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
TALLÍNN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,31963292000191,custodiante,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
TALLÍNN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,31963292000191,gestor,MAM ASSET MANAGEMENT GESTORA DE RECURSOS LTDA.,21180163000173
TIDAS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41572679000170,admin,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
TIDAS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41572679000170,custodiante,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
TIDAS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41572679000170,gestor,PRIVATTO ADMINISTRAÇÃO DE PATRIMÔNIO LTDA,19207159000100
VIAJA BRASIL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES,13707891000162,admin,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",33886862000112
VIAJA BRASIL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES,13707891000162,custodiante,BANCO BRADESCO S.A.,60746948000112
VIAJA BRASIL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES,13707891000162,gestor,MÁXIMA ASSET MANAGEMENT LTDA,03566273000196
